atlas_rank	manual_review_bucket	selection_track	bigscape_cc	shared_cc_primary_family_source	shared_cc_primary_families	shared_cc_all_family_aliases	shared_cc_record_count	shared_cc_dataset_genome_count	focus_ecology_label	shared_cc_focus_genome_count	shared_cc_nonfocus_genome_count	shared_cc_ecology_pattern	shared_cc_categories	shared_cc_classes	shared_cc_target_region_count	priority_shortlist_bucket	rank	priority_score	priority_tier	genome	ecology_group	antismash_region	funbgcex_cluster	antismash_class	gcf_id	gcf_memberships	gcf_selected_category	gcf_selected_threshold	gcf_selected_id	gcf_selected_status	gcf_ecology_pattern	gcf_genome_count	gcf_focus_genome_count	gcf_nonfocus_genome_count	consensus_support	annotation_support_tier	nearest_mibig_or_annotation_if_available	antismash_knowncluster_product	funbgcex_putative_product	recommended_followup	ranking_rationale	safe_claim_text
600	atlas_context	dataset_family_atlas	2862	mix	FAM_00208;FAM_01484	FAM_00208;FAM_01484	1	1		0	1	present	mix	terpene-precursor	1		632	3	tier_4	Encephalitozoon_cuniculi_GB-M1	UNLABELED	NC_003237.2.region001		terpene	FAM_00208;FAM_00691;FAM_01484;FAM_02272	mix@c0.3=FAM_00208;mix@c0.3=FAM_01484;terpene@c0.3=FAM_00691;terpene@c0.3=FAM_02272	mix	0.3	FAM_00208;FAM_01484	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.37014391799354024: gamexpeptide A, gamexpeptide B, gamexpeptide E, luminmide B, luminmide D, luminmide E, luminmide F, luminmide G			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Encephalitozoon_cuniculi_GB-M1 NC_003237.2.region001 represents BiG-SCAPE CC 2862 (FAM_00208;FAM_01484) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.37014391799354024: gamexpeptide A, gamexpeptide B, gamexpeptide E, luminmide B, luminmide D, luminmide E, luminmide F, luminmide G, but product identity is not assigned.
601	atlas_context	dataset_family_atlas	11062	mix	FAM_00484;FAM_01760	FAM_00484;FAM_01760	1	1		0	1	present	mix	terpene	1		633	3	tier_4	Malassezia_restricta_KCTC_27527	UNLABELED	NC_040196.1.region001		terpene	FAM_00484;FAM_00809;FAM_01760;FAM_02390	mix@c0.3=FAM_00484;mix@c0.3=FAM_01760;terpene@c0.3=FAM_00809;terpene@c0.3=FAM_02390	mix	0.3	FAM_00484;FAM_01760	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.527150997246132: squalestatin S1			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Malassezia_restricta_KCTC_27527 NC_040196.1.region001 represents BiG-SCAPE CC 11062 (FAM_00484;FAM_01760) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.527150997246132: squalestatin S1, but product identity is not assigned.
602	atlas_context	dataset_family_atlas	15658	mix	FAM_00630;FAM_01906	FAM_00630;FAM_01906	1	1		0	1	present	mix	terpene-precursor	1		634	3	tier_4	Malassezia_restricta_KCTC_27527	UNLABELED	NC_040196.1.region002		terpene	FAM_00630;FAM_00860;FAM_01906;FAM_02441	mix@c0.3=FAM_00630;mix@c0.3=FAM_01906;terpene@c0.3=FAM_00860;terpene@c0.3=FAM_02441	mix	0.3	FAM_00630;FAM_01906	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5515581149663107: pimara-8(14),15-diene			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Malassezia_restricta_KCTC_27527 NC_040196.1.region002 represents BiG-SCAPE CC 15658 (FAM_00630;FAM_01906) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5515581149663107: pimara-8(14),15-diene, but product identity is not assigned.
603	atlas_context	dataset_family_atlas	87	mix	FAM_00123;FAM_01399	FAM_00123;FAM_01399	1	1		0	1	present	mix	terpene-precursor	1		635	3	tier_4	Malassezia_restricta_KCTC_27527	UNLABELED	NC_040196.1.region003		terpene	FAM_00123;FAM_00658;FAM_01399;FAM_02239	mix@c0.3=FAM_00123;mix@c0.3=FAM_01399;terpene@c0.3=FAM_00658;terpene@c0.3=FAM_02239	mix	0.3	FAM_00123;FAM_01399	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.2570443014550418: viridicatumtoxin			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Malassezia_restricta_KCTC_27527 NC_040196.1.region003 represents BiG-SCAPE CC 87 (FAM_00123;FAM_01399) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.2570443014550418: viridicatumtoxin, but product identity is not assigned.
604	atlas_context	dataset_family_atlas	13312	mix	FAM_00562;FAM_01838	FAM_00562;FAM_01838	1	1		0	1	present	mix	terpene	1		636	3	tier_4	Mixia_osmundae_IAM_14324	UNLABELED	NW_014575552.1.region001		terpene	FAM_00562;FAM_00833;FAM_01838;FAM_02414	mix@c0.3=FAM_00562;mix@c0.3=FAM_01838;terpene@c0.3=FAM_00833;terpene@c0.3=FAM_02414	mix	0.3	FAM_00562;FAM_01838	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5568397116649785: choline			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Mixia_osmundae_IAM_14324 NW_014575552.1.region001 represents BiG-SCAPE CC 13312 (FAM_00562;FAM_01838) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5568397116649785: choline, but product identity is not assigned.
605	atlas_context	dataset_family_atlas	11960	mix	FAM_00503;FAM_01779	FAM_00503;FAM_01779	1	1		0	1	present	mix	terpene-precursor	1		637	3	tier_4	Mixia_osmundae_IAM_14324	UNLABELED	NW_014575556.1.region001		terpene	FAM_00503;FAM_00815;FAM_01779;FAM_02396	mix@c0.3=FAM_00503;mix@c0.3=FAM_01779;terpene@c0.3=FAM_00815;terpene@c0.3=FAM_02396	mix	0.3	FAM_00503;FAM_01779	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5578418383952151: pimara-8(14),15-diene			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Mixia_osmundae_IAM_14324 NW_014575556.1.region001 represents BiG-SCAPE CC 11960 (FAM_00503;FAM_01779) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5578418383952151: pimara-8(14),15-diene, but product identity is not assigned.
606	atlas_context	dataset_family_atlas	3292	mix	FAM_00223;FAM_01499	FAM_00223;FAM_01499	1	1		0	1	present	mix	terpene	1		638	3	tier_4	Mixia_osmundae_IAM_14324	UNLABELED	NW_014575560.1.region001		terpene	FAM_00223;FAM_00696;FAM_01499;FAM_02277	mix@c0.3=FAM_00223;mix@c0.3=FAM_01499;terpene@c0.3=FAM_00696;terpene@c0.3=FAM_02277	mix	0.3	FAM_00223;FAM_01499	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5717145780438136: carotenoid			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Mixia_osmundae_IAM_14324 NW_014575560.1.region001 represents BiG-SCAPE CC 3292 (FAM_00223;FAM_01499) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5717145780438136: carotenoid, but product identity is not assigned.
607	atlas_context	dataset_family_atlas	4365	mix	FAM_00256;FAM_01532	FAM_00256;FAM_01532	1	1		0	1	present	mix	terpene	1		639	3	tier_4	Mixia_osmundae_IAM_14324	UNLABELED	NW_014575563.1.region003		terpene	FAM_00256;FAM_00710;FAM_01532;FAM_02291	mix@c0.3=FAM_00256;mix@c0.3=FAM_01532;terpene@c0.3=FAM_00710;terpene@c0.3=FAM_02291	mix	0.3	FAM_00256;FAM_01532	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.20046457135989995: aranciamycin			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Mixia_osmundae_IAM_14324 NW_014575563.1.region003 represents BiG-SCAPE CC 4365 (FAM_00256;FAM_01532) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.20046457135989995: aranciamycin, but product identity is not assigned.
608	atlas_context	dataset_family_atlas	6306	mix	FAM_00319;FAM_01595	FAM_00319;FAM_01595	1	1		0	1	present	mix	terpene	1		640	3	tier_4	Mycosarcoma_maydis_521	UNLABELED	NC_026481.1.region002		terpene	FAM_00319;FAM_00739;FAM_01595;FAM_02320	mix@c0.3=FAM_00319;mix@c0.3=FAM_01595;terpene@c0.3=FAM_00739;terpene@c0.3=FAM_02320	mix	0.3	FAM_00319;FAM_01595	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.38170311638169785: (2R,3S,3'S)-2-hydroxyastaxanthin			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Mycosarcoma_maydis_521 NC_026481.1.region002 represents BiG-SCAPE CC 6306 (FAM_00319;FAM_01595) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.38170311638169785: (2R,3S,3'S)-2-hydroxyastaxanthin, but product identity is not assigned.
609	atlas_context	dataset_family_atlas	1162	mix	FAM_00158;FAM_01434	FAM_00158;FAM_01434	1	1		0	1	present	mix	terpene	1		641	3	tier_4	Mycosarcoma_maydis_521	UNLABELED	NC_026491.1.region001		terpene	FAM_00158;FAM_00670;FAM_01434;FAM_02251	mix@c0.3=FAM_00158;mix@c0.3=FAM_01434;terpene@c0.3=FAM_00670;terpene@c0.3=FAM_02251	mix	0.3	FAM_00158;FAM_01434	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5320686488654769: squalestatin S1			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Mycosarcoma_maydis_521 NC_026491.1.region001 represents BiG-SCAPE CC 1162 (FAM_00158;FAM_01434) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5320686488654769: squalestatin S1, but product identity is not assigned.
610	atlas_context	dataset_family_atlas	8236	mix	FAM_00389;FAM_01665	FAM_00389;FAM_01665	1	1		0	1	present	mix	terpene	1		642	3	tier_4	Neurospora_crassa_OR74A	UNLABELED	NC_026501.1.region001		terpene	FAM_00389;FAM_00772;FAM_01665;FAM_02353	mix@c0.3=FAM_00389;mix@c0.3=FAM_01665;terpene@c0.3=FAM_00772;terpene@c0.3=FAM_02353	mix	0.3	FAM_00389;FAM_01665	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.4673011034748214: zeaxanthin			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Neurospora_crassa_OR74A NC_026501.1.region001 represents BiG-SCAPE CC 8236 (FAM_00389;FAM_01665) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.4673011034748214: zeaxanthin, but product identity is not assigned.
611	atlas_context	dataset_family_atlas	13358	mix	FAM_00563;FAM_01839	FAM_00563;FAM_01839	1	1		0	1	present	mix	terpene	1		643	3	tier_4	Neurospora_crassa_OR74A	UNLABELED	NC_026504.1.region003		terpene	FAM_00563;FAM_00834;FAM_01839;FAM_02415	mix@c0.3=FAM_00563;mix@c0.3=FAM_01839;terpene@c0.3=FAM_00834;terpene@c0.3=FAM_02415	mix	0.3	FAM_00563;FAM_01839	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.38363012897529686: emerimicin V, emerimicin VI, emerimicin VII, emerimicin VIII, emerimicin IX, emerimicin X			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Neurospora_crassa_OR74A NC_026504.1.region003 represents BiG-SCAPE CC 13358 (FAM_00563;FAM_01839) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.38363012897529686: emerimicin V, emerimicin VI, emerimicin VII, emerimicin VIII, emerimicin IX, emerimicin X, but product identity is not assigned.
612	atlas_context	dataset_family_atlas	14389	mix	FAM_00589;FAM_01865	FAM_00589;FAM_01865	1	1		0	1	present	mix	terpene-precursor	1		644	3	tier_4	Neurospora_crassa_OR74A	UNLABELED	NC_026505.1.region003		terpene	FAM_00589;FAM_00842;FAM_01865;FAM_02423	mix@c0.3=FAM_00589;mix@c0.3=FAM_01865;terpene@c0.3=FAM_00842;terpene@c0.3=FAM_02423	mix	0.3	FAM_00589;FAM_01865	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.29831958621445426: exopolysaccharide			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Neurospora_crassa_OR74A NC_026505.1.region003 represents BiG-SCAPE CC 14389 (FAM_00589;FAM_01865) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.29831958621445426: exopolysaccharide, but product identity is not assigned.
613	atlas_context	dataset_family_atlas	14830	mix	FAM_00608;FAM_01884	FAM_00608;FAM_01884	1	1		0	1	present	mix	terpene	1		646	3	tier_4	Orbilia_oligospora_ATCC_24927	UNLABELED	NW_011645561.1.region001		terpene	FAM_00608;FAM_00851;FAM_01884;FAM_02432	mix@c0.3=FAM_00608;mix@c0.3=FAM_01884;terpene@c0.3=FAM_00851;terpene@c0.3=FAM_02432	mix	0.3	FAM_00608;FAM_01884	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.4940788803010774: squalestatin S1			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Orbilia_oligospora_ATCC_24927 NW_011645561.1.region001 represents BiG-SCAPE CC 14830 (FAM_00608;FAM_01884) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.4940788803010774: squalestatin S1, but product identity is not assigned.
614	atlas_context	dataset_family_atlas	9247	mix	FAM_00425;FAM_01701	FAM_00425;FAM_01701	1	1		0	1	present	mix	terpene	1		647	3	tier_4	Orbilia_oligospora_ATCC_24927	UNLABELED	NW_011645561.1.region002		terpene	FAM_00425;FAM_00784;FAM_01701;FAM_02365	mix@c0.3=FAM_00425;mix@c0.3=FAM_01701;terpene@c0.3=FAM_00784;terpene@c0.3=FAM_02365	mix	0.3	FAM_00425;FAM_01701	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5804882623757147: zeaxanthin			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Orbilia_oligospora_ATCC_24927 NW_011645561.1.region002 represents BiG-SCAPE CC 9247 (FAM_00425;FAM_01701) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5804882623757147: zeaxanthin, but product identity is not assigned.
615	atlas_context	dataset_family_atlas	14886	mix	FAM_00612;FAM_01888	FAM_00612;FAM_01888	1	1		0	1	present	mix	terpene-precursor	1		648	3	tier_4	Orbilia_oligospora_ATCC_24927	UNLABELED	NW_011645632.1.region001		terpene	FAM_00612;FAM_00853;FAM_01888;FAM_02434	mix@c0.3=FAM_00612;mix@c0.3=FAM_01888;terpene@c0.3=FAM_00853;terpene@c0.3=FAM_02434	mix	0.3	FAM_00612;FAM_01888	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.56277219283277: pimara-8(14),15-diene			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Orbilia_oligospora_ATCC_24927 NW_011645632.1.region001 represents BiG-SCAPE CC 14886 (FAM_00612;FAM_01888) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.56277219283277: pimara-8(14),15-diene, but product identity is not assigned.
616	atlas_context	dataset_family_atlas	8090	mix	FAM_00384;FAM_01660	FAM_00384;FAM_01660	1	1		0	1	present	mix	terpene-precursor	1		649	3	tier_4	Orbilia_oligospora_ATCC_24927	UNLABELED	NW_011645638.1.region001		terpene	FAM_00384;FAM_00768;FAM_01660;FAM_02349	mix@c0.3=FAM_00384;mix@c0.3=FAM_01660;terpene@c0.3=FAM_00768;terpene@c0.3=FAM_02349	mix	0.3	FAM_00384;FAM_01660	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.6965490011363281: pimara-8(14),15-diene			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Orbilia_oligospora_ATCC_24927 NW_011645638.1.region001 represents BiG-SCAPE CC 8090 (FAM_00384;FAM_01660) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6965490011363281: pimara-8(14),15-diene, but product identity is not assigned.
617	atlas_context	dataset_family_atlas	6558	mix	FAM_00325;FAM_01601	FAM_00325;FAM_01601	1	1		0	1	present	mix	terpene	1		650	3	tier_4	Rhizopus_delemar_RA_99-880	UNLABELED	NW_027137827.1.region001		terpene	FAM_00325;FAM_00743;FAM_01601;FAM_02324	mix@c0.3=FAM_00325;mix@c0.3=FAM_01601;terpene@c0.3=FAM_00743;terpene@c0.3=FAM_02324	mix	0.3	FAM_00325;FAM_01601	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5543441666920144: pimara-8(14),15-diene			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Rhizopus_delemar_RA_99-880 NW_027137827.1.region001 represents BiG-SCAPE CC 6558 (FAM_00325;FAM_01601) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5543441666920144: pimara-8(14),15-diene, but product identity is not assigned.
618	atlas_context	dataset_family_atlas	4635	mix	FAM_00270;FAM_01546	FAM_00270;FAM_01546	1	1		0	1	present	mix	terpene	1		651	3	tier_4	Rhizopus_delemar_RA_99-880	UNLABELED	NW_027137827.1.region002		terpene	FAM_00270;FAM_00717;FAM_01546;FAM_02298	mix@c0.3=FAM_00270;mix@c0.3=FAM_01546;terpene@c0.3=FAM_00717;terpene@c0.3=FAM_02298	mix	0.3	FAM_00270;FAM_01546	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.4155961267832914: carotenoid			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Rhizopus_delemar_RA_99-880 NW_027137827.1.region002 represents BiG-SCAPE CC 4635 (FAM_00270;FAM_01546) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.4155961267832914: carotenoid, but product identity is not assigned.
619	atlas_context	dataset_family_atlas	10174	mix	FAM_00458;FAM_01734	FAM_00458;FAM_01734	1	1		0	1	present	mix	terpene-precursor	1		652	3	tier_4	Rhizopus_delemar_RA_99-880	UNLABELED	NW_027137829.1.region003		terpene	FAM_00458;FAM_00801;FAM_01734;FAM_02382	mix@c0.3=FAM_00458;mix@c0.3=FAM_01734;terpene@c0.3=FAM_00801;terpene@c0.3=FAM_02382	mix	0.3	FAM_00458;FAM_01734	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5556495328589621: pimara-8(14),15-diene			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Rhizopus_delemar_RA_99-880 NW_027137829.1.region003 represents BiG-SCAPE CC 10174 (FAM_00458;FAM_01734) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5556495328589621: pimara-8(14),15-diene, but product identity is not assigned.
620	atlas_context	dataset_family_atlas	485	mix	FAM_00134;FAM_01410	FAM_00134;FAM_01410	1	1		0	1	present	mix	terpene	1		653	3	tier_4	Rhizopus_delemar_RA_99-880	UNLABELED	NW_027137829.1.region004		terpene	FAM_00134;FAM_00663;FAM_01410;FAM_02244	mix@c0.3=FAM_00134;mix@c0.3=FAM_01410;terpene@c0.3=FAM_00663;terpene@c0.3=FAM_02244	mix	0.3	FAM_00134;FAM_01410	assigned	present	1	0	1	antiSMASH-only	annotation_text_only	clustercompare 0.5355463600657356: squalestatin S1			manual GCF-context review before follow-up	consensus=antiSMASH-only; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited	Rhizopus_delemar_RA_99-880 NW_027137829.1.region004 represents BiG-SCAPE CC 485 (FAM_00134;FAM_01410) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5355463600657356: squalestatin S1, but product identity is not assigned.
