atlas_rank	manual_review_bucket	selection_track	bigscape_cc	shared_cc_primary_family_source	shared_cc_primary_families	shared_cc_all_family_aliases	shared_cc_record_count	shared_cc_dataset_genome_count	focus_ecology_label	shared_cc_focus_genome_count	shared_cc_nonfocus_genome_count	shared_cc_ecology_pattern	shared_cc_categories	shared_cc_classes	shared_cc_target_region_count	priority_shortlist_bucket	rank	priority_score	priority_tier	genome	ecology_group	antismash_region	funbgcex_cluster	antismash_class	gcf_id	gcf_ecology_pattern	gcf_genome_count	gcf_focus_genome_count	gcf_nonfocus_genome_count	consensus_support	annotation_support_tier	nearest_mibig_or_annotation_if_available	antismash_knowncluster_product	funbgcex_putative_product	recommended_followup	ranking_rationale	safe_claim_text
791	atlas_context	dataset_family_atlas	5217	mix	FAM_00511	FAM_00511;FAM_01910	1	1		0	1	present	mix;terpene	terpene	1		938	7	tier_3	Schizophyllum_commune_H4-8	UNLABELED	NW_026089543.1.region001	BGC17	terpene	FAM_00511;FAM_01910	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.26727108593372356: calidoustene A, calidoustene B, calidoustene C; FBGC00437 20.3: (-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol		(-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Schizophyllum_commune_H4-8 NW_026089543.1.region001 represents BiG-SCAPE CC 5217 (FAM_00511) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.26727108593372356: calidoustene A, calidoustene B, calidoustene C; FBGC00437 20.3: (-)-antrocin/(+)-isoantrocin/(R)-trans-gamma-monocyclofarnesol, but product identity is not assigned.
792	atlas_context	dataset_family_atlas	10737	mix	FAM_00805	FAM_00805;FAM_02017	1	1		0	1	present	mix;terpene	terpene	1		939	7	tier_3	Trichoderma_reesei_QM6a	UNLABELED	NW_006711171.1.region002	BGC35	terpene	FAM_00805;FAM_02017	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7776953853675704: koraiol			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Trichoderma_reesei_QM6a NW_006711171.1.region002 represents BiG-SCAPE CC 10737 (FAM_00805) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7776953853675704: koraiol, but product identity is not assigned.
793	atlas_context	dataset_family_atlas	5044	mix	FAM_00497	FAM_00497;FAM_02513	1	1		0	1	present	PKS;mix	T3PKS	1		940	7	tier_3	Podospora_anserina_S_mat	UNLABELED	NW_001914850.1.region002	BGC23	PKS	FAM_00497;FAM_02513	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.5197105976109969: β-Diketones; FBGC00506 64.5: alkyl pyrones, resorcylic acids, and resorcinols		alkyl pyrones, resorcylic acids, and resorcinols	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Podospora_anserina_S_mat NW_001914850.1.region002 represents BiG-SCAPE CC 5044 (FAM_00497) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5197105976109969: β-Diketones; FBGC00506 64.5: alkyl pyrones, resorcylic acids, and resorcinols, but product identity is not assigned.
794	atlas_context	dataset_family_atlas	9368	mix	FAM_00731	FAM_00731;FAM_02553	1	1		0	1	present	PKS;mix	T3PKS	1		941	7	tier_3	Colletotrichum_higginsianum_IMI_349063	UNLABELED	NC_030957.1.region008	BGC31	PKS	FAM_00731;FAM_02553	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.3335640396241376: metachelin C, metachelin A, metachelin A-CE, metachelin B, dimerumic acid 11-mannoside, dimerumic acid; FBGC00507 71.3: alkyl pyrones, resorcylic acids, and resorcinols		alkyl pyrones, resorcylic acids, and resorcinols	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Colletotrichum_higginsianum_IMI_349063 NC_030957.1.region008 represents BiG-SCAPE CC 9368 (FAM_00731) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3335640396241376: metachelin C, metachelin A, metachelin A-CE, metachelin B, dimerumic acid 11-mannoside, dimerumic acid; FBGC00507 71.3: alkyl pyrones, resorcylic acids, and resorcinols, but product identity is not assigned.
795	atlas_context	dataset_family_atlas	4484	mix	FAM_00471	FAM_00471;FAM_02507	1	1		0	1	present	PKS;mix	T3PKS	1		942	7	tier_3	Verticillium_dahliae_VdLs.17	UNLABELED	NW_009276935.1.region002	BGC15	PKS	FAM_00471;FAM_02507	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.33367582859985506: metachelin C, metachelin A, metachelin A-CE, metachelin B, dimerumic acid 11-mannoside, dimerumic acid; FBGC00507 68.5: alkyl pyrones, resorcylic acids, and resorcinols		alkyl pyrones, resorcylic acids, and resorcinols	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Verticillium_dahliae_VdLs.17 NW_009276935.1.region002 represents BiG-SCAPE CC 4484 (FAM_00471) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.33367582859985506: metachelin C, metachelin A, metachelin A-CE, metachelin B, dimerumic acid 11-mannoside, dimerumic acid; FBGC00507 68.5: alkyl pyrones, resorcylic acids, and resorcinols, but product identity is not assigned.
796	atlas_context	dataset_family_atlas	11243	mix	FAM_00834	FAM_00834;FAM_02570	1	1		0	1	present	PKS;mix	T3PKS	1		943	7	tier_3	Neurospora_crassa_OR74A	UNLABELED	NC_026506.1.region003	BGC15	PKS	FAM_00834;FAM_02570	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.2914037394733246: polyhydroxyalkanoate; FBGC00500 100.0: pentaketide alkylresorcylic acids		pentaketide alkylresorcylic acids	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Neurospora_crassa_OR74A NC_026506.1.region003 represents BiG-SCAPE CC 11243 (FAM_00834) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.2914037394733246: polyhydroxyalkanoate; FBGC00500 100.0: pentaketide alkylresorcylic acids, but product identity is not assigned.
797	atlas_context	dataset_family_atlas	5875	mix	FAM_00539	FAM_00539;FAM_01921	1	1		0	1	present	mix;terpene	terpene	1		944	7	tier_3	Schizophyllum_commune_H4-8	UNLABELED	NW_026089543.1.region004	BGC22	terpene	FAM_00539;FAM_01921	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.23648732630730396: dehydrocurvularin; FBGC00722 59.4: beta-cubebene		beta-cubebene	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Schizophyllum_commune_H4-8 NW_026089543.1.region004 represents BiG-SCAPE CC 5875 (FAM_00539) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.23648732630730396: dehydrocurvularin; FBGC00722 59.4: beta-cubebene, but product identity is not assigned.
798	atlas_context	dataset_family_atlas	13576	mix	FAM_00953	FAM_00953;FAM_02072	1	1		0	1	present	mix;terpene	terpene	1		945	7	tier_3	Laccaria_bicolor_S238N-H82	UNLABELED	NW_001889882.1.region001	BGC17	terpene	FAM_00953;FAM_02072	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.2142203270877675: bassianolide; FBGC00451 70.9: delta-cadinene		delta-cadinene	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Laccaria_bicolor_S238N-H82 NW_001889882.1.region001 represents BiG-SCAPE CC 13576 (FAM_00953) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.2142203270877675: bassianolide; FBGC00451 70.9: delta-cadinene, but product identity is not assigned.
799	atlas_context	dataset_family_atlas	10796	mix	FAM_00810	FAM_00810;FAM_02019	1	1		0	1	present	mix;terpene	terpene	1		946	7	tier_3	Laccaria_bicolor_S238N-H82	UNLABELED	NW_001889907.1.region002	BGC11	terpene	FAM_00810;FAM_02019	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7489173655618859: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Laccaria_bicolor_S238N-H82 NW_001889907.1.region002 represents BiG-SCAPE CC 10796 (FAM_00810) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7489173655618859: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol, but product identity is not assigned.
800	atlas_context	dataset_family_atlas	3394	mix	FAM_00406	FAM_00406;FAM_01867	1	1		0	1	present	mix;terpene	terpene	1		947	7	tier_3	Colletotrichum_higginsianum_IMI_349063	UNLABELED	NC_030957.1.region004	BGC27	terpene	FAM_00406;FAM_01867	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7635158995669739: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Colletotrichum_higginsianum_IMI_349063 NC_030957.1.region004 represents BiG-SCAPE CC 3394 (FAM_00406) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7635158995669739: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol, but product identity is not assigned.
801	atlas_context	dataset_family_atlas	14854	mix	FAM_01035	FAM_01035;FAM_02611	1	1		0	1	present	PKS;mix	T3PKS	1		948	7	tier_3	Zymoseptoria_tritici_IPO323	UNLABELED	NC_018218.1.region006	BGC5	PKS	FAM_01035;FAM_02611	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.36833036587855916: loseolamycin A1, loseolamycin A2; FPROT00023 17.3: soppiline C		soppiline C	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Zymoseptoria_tritici_IPO323 NC_018218.1.region006 represents BiG-SCAPE CC 14854 (FAM_01035) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.36833036587855916: loseolamycin A1, loseolamycin A2; FPROT00023 17.3: soppiline C, but product identity is not assigned.
802	atlas_context	dataset_family_atlas	6112	mix	FAM_00551	FAM_00551;FAM_01929	1	1		0	1	present	mix;terpene	terpene	1		949	7	tier_3	Fusarium_graminearum_PH-1_NRRL_31084	UNLABELED	NC_026477.1.region001	BGC47	terpene	FAM_00551;FAM_01929	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7750176691532061: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Fusarium_graminearum_PH-1_NRRL_31084 NC_026477.1.region001 represents BiG-SCAPE CC 6112 (FAM_00551) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7750176691532061: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol, but product identity is not assigned.
803	atlas_context	dataset_family_atlas	15881	mix	FAM_01095	FAM_01095;FAM_02623	1	1		0	1	present	PKS;mix	T3PKS	1		951	7	tier_3	Aspergillus_niger	UNLABELED	NT_166522.1.region001	BGC102	PKS	FAM_01095;FAM_02623	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.3647524165039897: 4-hydroxy-6-pentadecylpyran-2-one, 4-hydroxy-6-(2-oxoheptadecyl)pyran-2-one, Adipostatin A; FBGC00501 100.0: alkyl pyrones		alkyl pyrones	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Aspergillus_niger NT_166522.1.region001 represents BiG-SCAPE CC 15881 (FAM_01095) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3647524165039897: 4-hydroxy-6-pentadecylpyran-2-one, 4-hydroxy-6-(2-oxoheptadecyl)pyran-2-one, Adipostatin A; FBGC00501 100.0: alkyl pyrones, but product identity is not assigned.
804	atlas_context	dataset_family_atlas	19255	mix	FAM_01295	FAM_01295;FAM_02665	1	1		0	1	present	PKS;mix	T3PKS	1		952	7	tier_3	Phanerodontia_chrysosporium_ATCC_20696	UNLABELED	MJGA01000006.1.region002	BGC12	PKS	FAM_01295;FAM_02665	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.41669475090888236: squalestatin S1; FBGC00504 61.6: spirolaxine		spirolaxine	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Phanerodontia_chrysosporium_ATCC_20696 MJGA01000006.1.region002 represents BiG-SCAPE CC 19255 (FAM_01295) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.41669475090888236: squalestatin S1; FBGC00504 61.6: spirolaxine, but product identity is not assigned.
805	atlas_context	dataset_family_atlas	9310	mix	FAM_00728	FAM_00728;FAM_01991	1	1		0	1	present	mix;terpene	terpene	1		953	7	tier_3	Pleurotus_ostreatus_PC15	UNLABELED	KL198004.1.region003	BGC3	terpene	FAM_00728;FAM_01991	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7651991488390275: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Pleurotus_ostreatus_PC15 KL198004.1.region003 represents BiG-SCAPE CC 9310 (FAM_00728) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7651991488390275: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol, but product identity is not assigned.
806	atlas_context	dataset_family_atlas	2125	mix	FAM_00344	FAM_00344;FAM_01849	1	1		0	1	present	mix;terpene	terpene	1		954	7	tier_3	Metarhizium_robertsii_ARSEF_23	UNLABELED	NW_011942182.1.region001	BGC52	terpene	FAM_00344;FAM_01849	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	FBGC00445 100.0: sesquiterpenes		sesquiterpenes	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Metarhizium_robertsii_ARSEF_23 NW_011942182.1.region001 represents BiG-SCAPE CC 2125 (FAM_00344) with 1 clustered records across 1 dataset genomes. Annotation hints include FBGC00445 100.0: sesquiterpenes, but product identity is not assigned.
807	atlas_context	dataset_family_atlas	3876	mix	FAM_00430	FAM_00430;FAM_01878	1	1		0	1	present	mix;terpene	terpene	1		955	7	tier_3	Pleurotus_ostreatus_PC15	UNLABELED	KL198009.1.region002	BGC17	terpene	FAM_00430;FAM_01878	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7523122585540063: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Pleurotus_ostreatus_PC15 KL198009.1.region002 represents BiG-SCAPE CC 3876 (FAM_00430) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7523122585540063: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol, but product identity is not assigned.
808	atlas_context	dataset_family_atlas	11738	mix	FAM_00863	FAM_00863;FAM_02575	1	1		0	1	present	PKS;mix	T3PKS	1		956	7	tier_3	Pyricularia_oryzae_70-15	UNLABELED	NC_017851.1.region007	BGC39	PKS	FAM_00863;FAM_02575	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.18234336542916724: dothistromin; FBGC00504 47.8: spirolaxine		spirolaxine	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; FunBGCeX_similarity>=10	Pyricularia_oryzae_70-15 NC_017851.1.region007 represents BiG-SCAPE CC 11738 (FAM_00863) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.18234336542916724: dothistromin; FBGC00504 47.8: spirolaxine, but product identity is not assigned.
809	atlas_context	dataset_family_atlas	1347	mix	FAM_00308	FAM_00308;FAM_01832	1	1		0	1	present	mix;terpene	terpene	1		957	7	tier_3	Trichoderma_reesei_QM6a	UNLABELED	NW_006711169.1.region002	BGC33	terpene	FAM_00308;FAM_01832	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7649901469602947: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Trichoderma_reesei_QM6a NW_006711169.1.region002 represents BiG-SCAPE CC 1347 (FAM_00308) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7649901469602947: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol, but product identity is not assigned.
810	atlas_context	dataset_family_atlas	2547	mix	FAM_00365	FAM_00365;FAM_01857	1	1		0	1	present	mix;terpene	terpene	1		958	7	tier_3	Trichoderma_virens_Gv29-8	UNLABELED	NW_014013657.1.region001	BGC1	terpene	FAM_00365;FAM_01857	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7672681500414624: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Trichoderma_virens_Gv29-8 NW_014013657.1.region001 represents BiG-SCAPE CC 2547 (FAM_00365) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7672681500414624: culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol, but product identity is not assigned.
811	atlas_context	dataset_family_atlas	18113	mix	FAM_01227	FAM_01227;FAM_02159	1	1		0	1	present	mix;terpene	terpene	1		959	7	tier_3	Serpula_lacrymans_S7.9	UNLABELED	NW_006763300.1.region001	BGC34	terpene	FAM_01227;FAM_02159	present	1	0	1	antiSMASH+FunBGCeX	clustercompare_hint	clustercompare 0.7678816764462341: (+)-δ-cadinol			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; clustercompare>=0.7	Serpula_lacrymans_S7.9 NW_006763300.1.region001 represents BiG-SCAPE CC 18113 (FAM_01227) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.7678816764462341: (+)-δ-cadinol, but product identity is not assigned.
